County	State	Population_Density	Poverty	Infant_Mortality	Suicide	Total_Births	Total_Deaths
Howell	MO	41	17.1	5.7	14.8	2451	2331
Iron	MO	19	17.6	7.4	14.1	1349	1833
Jackson	MO	1096	12.3	7.5	13.3	30546	18206
Jasper	MO	173	14.9	7.8	14.6	8497	5548
Jefferson	MO	325	8	7.6	13.1	8180	4709
Johnson	MO	61	11.5	5.3	10.3	3557	1677
Knox	MO	8	14.5		-1111.1	514	650
Laclede	MO	45	14.3	7.1	10.6	2254	1724
Lafayette	MO	53	10.2	5.9	-1111.1	2035	1954
Lawrence	MO	61	13.7	10	15.9	2493	2024
Lewis	MO	20	13.3	2.6	17.5	1252	1245
Lincoln	MO	76	9	6.2	11.4	2882	1685
Linn	MO	21	13.4	4.6	11.5	1721	2021
Livingston	MO	27	12.6	11.9	9.8	1704	1939
McDonald	MO	42	16.9	10	16	3432	1988
Macon	MO	19	12.1	7.7	12	1871	2208
Madison	MO	24	15	7.1	12.3	1388	1620
Maries	MO	17	12.2	4.5	17	982	959
Marion	MO	65	12.6	5	-1111.1	2010	1764
Mercer	MO	8	12.1	13.5	29.9	421	498
Miller	MO	42	13.4	4.3	14.1	3078	2667
Mississippi	MO	33	20.5	9.9	17.1	2023	1820
Moniteau	MO	36	10.5	8.2	9.1	1887	1466
Monroe	MO	15	10	4	17.2	1102	1153
Montgomery	MO	23	11.9	6.9	22.7	1460	1603
Morgan	MO	34	14.8	10.3	17.3	2223	2507
New Madrid	MO	27	18.7	9.1	16.7	2629	2556
Newton	MO	89	12.2	9	9.4	3567	2714
Nodaway	MO	25	11.5	3.1	13	2130	1991
Oregon	MO	13	18.5	6.8	20.2	1149	1383
Osage	MO	22	8.4	8.4	13.9	1690	1278
Ozark	MO	13	18.1	3.2	-1111.1	1033	1235
Pemiscot	MO	39	23.1	12.3	14	3651	2734
Perry	MO	39	9.6	5.6	12.2	2403	1927
Pettis	MO	59	12.8	9.3	16.1	2895	2119
Phelps	MO	63	14.1	7.6	11.8	2506	2097
Pike	MO	28	14.3	7.5	15.5	2057	1957
Platte	MO	195	5.5	7.2	11.1	5125	2415
Polk	MO	45	15	5.1	13.2	1775	1509
Pulaski	MO	81	12.3	9	-1111.1	3117	1411
Putnam	MO	10	13.8	1.8	-1111.1	584	774
Ralls	MO	21	9	8.7	14.6	922	917
Randolph	MO	53	13.5	7.4	15.1	3279	3073
Ray	MO	42	8.4	4.9	14.6	2946	2260
Reynolds	MO	8	18.1	10.9	13.8	717	758
Ripley	MO	22	19.1	7.1	16.2	1730	1732
St. Charles	MO	589	4.9	6.7	9.5	12968	5374
St. Clair	MO	14	16.7	7.2	15.3	933	1357
Ste. Genevieve	MO	36	8.8	3.6	17.6	1871	1611
St. Francois	MO	137	14.3	8.3	14.4	3594	3496
St. Louis	MO	1978	8.6	8.4	10.5	36724	29021
Saline	MO	31	13.3	9.4	11.5	2853	2879
Schuyler	MO	14	13.6	11.8	-1111.1	468	616
Scotland	MO	11	13	5	19	676	738
Scott	MO	98	14.6	12.6	9.6	2865	2102
Shannon	MO	8	21.1	11.8	-1111.1	948	853
Shelby	MO	13	13.5	1.4	-1111.1	794	1004
Stoddard	MO	36	14.9	9.4	13.4	1697	1877
Stone	MO	67	12.7	11.8	10.6	1527	1493
Sullivan	MO	11	14.7	6.9	-1111.1	955	989
Taney	MO	68	13.2	6.2	10	2755	2135
Texas	MO	21	18.4	9.9	13.5	2732	2694
Vernon	MO	25	15	13.2	15.1	2685	2452
Warren	MO	67	9.1	4.1	19.3	3204	2056
Washington	MO	32	18.3	6	12.1	3079	2238
Wayne	MO	17	19.9	16	15.4	1520	1781
Webster	MO	59	13.9	8.2	12.8	2436	1337
Worth	MO	8	13.2		-1111.1	240	384
Wright	MO	27	18.7	7.9	12.1	2506	2198
St. Louis City	MO	5561	21.3	12.8	13.1	15755	12366
Beaverhead	MT	2	15.7	5.6	29.6	1003	818
Big Horn	MT	3	24	7.7	15.7	2454	1044
Blaine	MT	2	22.2	7.3	29.7	1077	670
Broadwater	MT	4	13		27	409	419
Carbon	MT	5	11.2	8.8	11.8	896	935
Carter	MT	0	12.2		-1111.1	126	161
Cascade	MT	29	13.9	8.9	22.5	5370	3801
Chouteau	MT	1	15		-1111.1	454	607
Custer	MT	3	13.9	7.4	27	1367	1459
Daniels	MT	1	11.9		-1111.1	161	293
Dawson	MT	4	12.7	6.3	16.4	889	948
Deer Lodge	MT	12	14.8	6.2	19.5	887	1312
Fallon	MT	2	9.7		-1111.1	274	306
Fergus	MT	3	14.9	8.7	15.8	1184	1633
Flathead	MT	16	12.6	6	23.3	4815	3452
Gallatin	MT	30	11.5	6	15.8	4361	1841
Garfield	MT	0	11.6		-1111.1	170	158
Glacier	MT	5	25.6	8.9	17.7	2386	1125
Golden Valley	MT	1	17.9		-1111.1	126	78
Granite	MT	2	14.9		29.3	258	313
Hill	MT	6	18.1	7.1	17.1	2681	1498
Jefferson	MT	7	9.2	2.5	17.5	922	771
Judith Basin	MT	1	16.2		-1111.1	209	207
Lake	MT	19	19.1	13.4	21.4	1785	1286
Lewis and Clark	MT	17	11.7	7.2	17.9	3312	2343
Liberty	MT	1	13.7		-1111.1	203	223
Lincoln	MT	5	18.3	7.6	18.2	1910	1871
McCone	MT	1	12.7		-1111.1	167	184
Madison	MT	2	11.6	7.6	28.6	590	712
Meagher	MT	1	17.2		-1111.1	239	228
Mineral	MT	3	17.7		32.9	397	366
Missoula	MT	39	14.9	5.4	16.7	5598	3326
Musselshell	MT	2	17.6	13.4	22.7	494	601
Park	MT	6	12.5	4.5	22.3	1744	1501
Petroleum	MT	0	11.9		-1111.1	47	33
Phillips	MT	1	15.9		17.4	487	553
Pondera	MT	4	17.6	10	-1111.1	779	740
Powder River	MT	1	11		-1111.1	174	218
Powell	MT	3	16.2	5.4	23.1	634	692
Prairie	MT	1	12.3		-1111.1	107	168
Ravalli	MT	17	14	7.6	15.8	2098	1683
Richland	MT	4	13.1	4.3	-1111.1	1053	1025
Roosevelt	MT	4	26.2	11	18.4	2013	1051
Rosebud	MT	2	18	14	16.2	1648	755
Sanders	MT	4	17.1	8.5	24.4	1033	1072
Sheridan	MT	2	12.7		26.3	311	614
Silver Bow	MT	46	15.9	4.2	20.4	1906	2139
Stillwater	MT	5	9.4	2.6	-1111.1	841	711
Sweet Grass	MT	2	10.2	15.2	-1111.1	363	386
Teton	MT	3	13.7	3.1	14.1	720	726
Toole	MT	3	14.1		-1111.1	529	550
Treasure	MT	1	12.5		-1111.1	62	71
Valley	MT	1	14.6	4.9	22.2	906	967
Wheatland	MT	1	20.1		-1111.1	264	272
Wibaux	MT	1	12.7		-1111.1	103	175
Yellowstone	MT	52	12.1	7.4	17.2	5282	3541
Adams	NE	59	10.1	6.9	7.3	2021	1517
Antelope	NE	8	11.8	4.3	-1111.1	789	866
Arthur	NE	1	9.8		-1111.1	50	41
Banner	NE	1	8.1		-1111.1	53	54
Blaine	NE	1	15		-1111.1	80	56
Boone	NE	8	10	6.7	-1111.1	676	711
Box Butte	NE	11	11.4	6.9	14.1	1621	1283
Boyd	NE	4	11.6		-1111.1	239	368
Brown	NE	3	11.4		-1111.1	398	462
Buffalo	NE	45	10.4	5.9	13.1	3029	1647
Burt	NE	15	9.9	5.6	-1111.1	776	1148
Butler	NE	15	9.1	3.1	10.9	1071	1053
Cass	NE	46	6.4	6.6	12.6	3177	2054
Cedar	NE	12	8.4	8.9	14.2	1146	1172
Chase	NE	4	10.1		-1111.1	474	558
Cherry	NE	1	12.4	6	16.1	753	639
Cheyenne	NE	8	9.5	8.1	22.5	1217	1162
Clay	NE	12	10.4	8.3	-1111.1	832	856
Colfax	NE	25	9.5	10	10.8	1644	1064
Cuming	NE	17	8.8	5.1	-1111.1	1313	1208
Custer	NE	4	12.3	7.5	-1111.1	1360	1660
Dakota	NE	77	10.8	7.5	16	3712	1638
Dawes	NE	6	16	5.5	17.4	1017	908
Dawson	NE	24	10.6	10.5	11.2	4187	2357
Deuel	NE	5	10		-1111.1	184	312
Dixon	NE	13	8.9	1.4	-1111.1	804	681
Dodge	NE	68	9.6	5.5	7.9	2356	2070
Douglas	NE	1471	10.8	7.4	10.9	23667	10979
Dundy	NE	2	11.4		-1111.1	235	338
Fillmore	NE	11	9.5	6	-1111.1	736	970
Franklin	NE	6	11.6		-1111.1	348	592
Frontier	NE	3	10.6		-1111.1	302	306
Furnas	NE	7	11.1	7.8	-1111.1	578	941
Gage	NE	27	9.7	8	21.7	2617	2918
Garden	NE	1	12.7		-1111.1	164	405
Garfield	NE	3	11.5		-1111.1	196	346
Gosper	NE	4	8		-1111.1	242	276
Grant	NE	1	9.3		-1111.1	80	57
Greeley	NE	4	12.4		-1111.1	337	366
Hall	NE	101	12.1	7.5	8.6	4512	2507
Hamilton	NE	18	8.2	8.6	-1111.1	1156	973
Harlan	NE	6	9.9		-1111.1	344	498
Hayes	NE	1	9		-1111.1	78	89
Hitchcock	NE	4	13.1		-1111.1	308	453
Holt	NE	4	12.2	6	12.4	1316	1317
Hooker	NE	1	9		-1111.1	79	138
Howard	NE	12	10.7	4.4	-1111.1	760	683
Jefferson	NE	14	9.5	8	-1111.1	849	1163
Johnson	NE	12	9		-1111.1	459	603
Kearney	NE	13	7.9	8.5	-1111.1	782	753
Keith	NE	8	10.5	11.9	23.5	934	981
Keya Paha	NE	1	13.1		-1111.1	117	99
Kimball	NE	4	11.9		-1111.1	389	513
Knox	NE	8	13.7	3.1	-1111.1	1068	1364
Lancaster	NE	316	9.5	6.4	11.8	11573	5142
Lincoln	NE	14	10.9	5.5	13.8	2345	1708
Logan	NE	1	10		-1111.1	95	93
Loup	NE	1	11.1		-1111.1	69	66
McPherson	NE	1	12.1		-1111.1	48	30
Madison	NE	62	11.2	6.1	11.4	2772	1705
Merrick	NE	17	9.9	6.8	-1111.1	1006	948
Morrill	NE	4	13.7	5.1	-1111.1	661	691
Nance	NE	8	11.6		-1111.1	449	552
Nemaha	NE	17	11.1	6.1	16.4	733	991
Nuckolls	NE	8	11.1		-1111.1	503	787
Otoe	NE	25	8.4	8	9.6	1814	1906
Pawnee	NE	7	10.8		-1111.1	253	560
Perkins	NE	3	10.1		-1111.1	303	406
Phelps	NE	17	9.6	3.7	-1111.1	1198	1175
Pierce	NE	13	9.9	7.3	-1111.1	909	905
Platte	NE	46	8.6	7.8	8.6	2190	1293
Polk	NE	12	7.4	3.4	-1111.1	657	738
Red Willow	NE	15	10.7	5.4	18.9	1413	1267
Richardson	NE	16	11.5	6.1	-1111.1	939	1527
Rock	NE	2	14.7		-1111.1	155	217
Saline	NE	25	8.3	5.6	10.5	1591	1702
Sarpy	NE	579	5.5	5.4	10.9	6875	1877
Saunders	NE	27	7.5	5.1	8.4	2403	1814
Scotts Bluff	NE	50	14.4	6.8	13.8	2639	2163
Seward	NE	29	7.3	3.7	10	1777	1624
Sheridan	NE	2	13.3	9.5	-1111.1	713	875
Sherman	NE	5	11.5		-1111.1	358	467
Sioux	NE	1	9.7		-1111.1	103	81
Stanton	NE	15	7.8	0	-1111.1	836	501
Thayer	NE	9	10.3	5.9	-1111.1	569	996
Thomas	NE	1	11.8		-1111.1	69	71
Thurston	NE	19	20.3	12.3	14.8	1542	796
Valley	NE	8	11.8		-1111.1	477	663
Washington	NE	51	6.1	7.3	9.9	2120	1591
Wayne	NE	21	11.3	6.5	-1111.1	1043	692
Webster	NE	7	9.6		-1111.1	394	675
Wheeler	NE	1	12.3		-1111.1	117	86
York	NE	25	9	7.1	8.2	1733	1520
Churchill	NV	5	10.4	7.5	21.7	3572	1995
Clark	NV	216	11.4	6.2	18.6	71518	34516
Douglas	NV	66	7.2	3.7	20.4	1890	1550
Elko	NV	3	9.8	5.1	21.4	3339	1167
Esmeralda	NV	0	11.8		-1111.1	84	113
Eureka	NV	0	10.6		-1111.1	182	124
Humboldt	NV	2	10.4	9.8	27.6	2720	985
Lander	NV	1	10.5	4.3	42.6	1050	381
Lincoln	NV	0	13.5	11.4	29.4	490	443
Lyon	NV	24	9.7	2.3	24.5	2183	1773
Mineral	NV	1	14.6	11.3	30.7	614	729
Nye	NV	2	12.4	5.7	32.4	1583	2077
Pershing	NV	1	13.3	3.2	25.2	682	372
Storey	NV	15	5.2		30.9	113	182
Washoe	NV	61	10	4.9	20.6	15843	8436
White Pine	NV	1	13.2	5.4	35	1034	910
Carson City	NV	391	10.3	5.2	25.9	3654	3042
Belknap	NH	153	7.3	6.7	11.8	2815	2809
Carroll	NH	51	7.3	5.5	16.9	1993	2170
Cheshire	NH	109	7.2	3.3	11.1	3691	3339
Coos	NH	19	9.7	5.8	18.5	1545	2099
Grafton	NH	49	7.2	5.5	11.3	4031	3358
Hillsborough	NH	458	6.3	4.1	10.9	14975	8197
Merrimack	NH	157	6.3	5.8	13	4642	3488
Rockingham	NH	425	4.5	3.8	9.5	9909	5634
Strafford	NH	323	8.5	4.3	12.5	4164	2529
Sullivan	NH	80	7.6	9.7	15.7	2272	2029
Atlantic	NJ	483	10.8	9.6	8.5	10477	8217
Bergen	NJ	3854	6.1	4.4	6.2	31845	22741
Burlington	NJ	560	5.8	5.4	7.9	16166	11194
Camden	NJ	2331	10.9	9.9	9.9	20851	14310
Cape May	NJ	389	9.6	8.9	7.2	5145	6669
Cumberland	NJ	313	14.9	11.3	6.1	6364	4589
Essex	NJ	6265	14.4	8.6	5.5	36577	21091
Gloucester	NJ	853	6.7	6.5	9	9605	7044
Hudson	NJ	12926	15	7.4	4.8	26507	13726
Hunterdon	NJ	303	3.5	3.4	8.8	4382	2450
Mercer	NJ	1621	8.1	6.5	4.5	13786	8780
Middlesex	NJ	2549	7.4	4.8	6.1	31989	16653
Monmouth	NJ	1348	6.5	2.9	7.5	24309	16241
Morris	NJ	1046	4.2	3.6	5.7	19104	10489
Ocean	NJ	878	8.1	3.6	7.2	21448	21057
Passaic	NJ	2693	12.6	6	6.6	23317	12091
Salem	NJ	196	9.3	7.2	8.8	3888	3541
Somerset	NJ	1050	4.7	2.8	5.3	13356	6253
Sussex	NJ	294	4.8	4.4	7.3	5204	3038
Union	NJ	5145	9.9	6.1	5.4	22768	13636
Warren	NJ	308	6.1	5	8.3	6827	4430
Bernalillo	NM	518	14.8	6.1	19.3	25810	13285
Catron	NM	0	18.9		-1111.1	254	278
Chaves	NM	10	21.3	7.2	22.6	4608	3152
Cibola	NM	6	21.3	7.6	19.8	2115	1027
Colfax	NM	4	15.6	2.8	24.7	1620	1390
Curry	NM	33	18.7	7.6	14.1	4078	1891
De Baca	NM	1	17.8		-1111.1	211	310
Dona Ana	NM	50	24.5	5.3	13	9302	3526
Eddy	NM	12	17.5	8	17.4	3757	2822
Grant	NM	8	19.6	6.6	24.7	1969	1557
Guadalupe	NM	1	20.9	5.8	-1111.1	563	418
Harding	NM	0	13.1		-1111.1	51	96
Hidalgo	NM	1	23.6	5.4	-1111.1	856	494
Lea	NM	13	18.6	5.7	15.5	4570	2477
Lincoln	NM	4	15.2	6.1	33.3	1986	1539
Los Alamos	NM	172	3	4.7	13.5	1913	983
Luna	NM	9	26.2	7.7	25.6	4041	2471
McKinley	NM	13	30.6	9.7	19.8	6890	2304
Mora	NM	3	21.2		33.1	507	436
Otero	NM	10	16.5	6.5	21.4	4297	2316
Quay	NM	3	21.2	8.5	21.1	1177	1302
Rio Arriba	NM	7	17.9	6.5	28.1	3380	1675
Roosevelt	NM	7	21.5	5.9	10.5	3089	1380
Sandoval	NM	29	12	5.9	14.5	6432	2932
San Juan	NM	23	18.4	5.9	17.6	5921	2355
San Miguel	NM	6	21.7	3.2	27.1	1883	1285
Santa Fe	NM	74	12.3	5.2	19	4800	2488
Sierra	NM	3	21.2	9	39.1	1140	2187
Socorro	NM	3	25.1	2.7	23.1	2469	1301
Taos	NM	14	19.4	5.4	13.5	1836	1141
Torrance	NM	5	21.5	7.7	21.2	2004	1053
Union	NM	1	15.5		-1111.1	490	507
Valencia	NM	65	16.6	6.9	15.6	4921	2351
Albany	NY	568	10.8	8.3	6.9	9668	8491
Allegany	NY	49	14.8	7	12.6	2721	2453
Bronx	NY	32300	26.8	6.8	5.8	68201	30886
Broome	NY	279	12.9	7.8	7.7	6302	6333
Cattaraugus	NY	63	13.6	6.7	10.2	4949	4219
Cayuga	NY	118	11.6	6.4	6.2	4407	3686
Chautauqua	NY	128	14.9	9	8.4	4544	4522
Chemung	NY	219	13.5	6.4	8.2	5433	4754
Chenango	NY	58	13.5	7.9	6.8	2770	2680
Clinton	NY	79	12.6	6.1	11.8	3954	3272
Columbia	NY	100	9.8	7.5	8.5	3077	3463
Cortland	NY	97	13.4	5.4	4.7	2775	2175
Delaware	NY	33	12.6	7.3	10.1	2202	2765
Dutchess	NY	368	8	5.8	4.8	9744	6753
Erie	NY	891	13	8.3	6.6	32027	30099
Essex	NY	22	11.5	7.9	14	1781	2048
Franklin	NY	31	14.6	6.1	13.9	2295	2213
Fulton	NY	112	12.7	5.8	7.9	3124	2906
Genesee	NY	120	9.1	3.5	6.7	3399	2922
Greene	NY	77	12.9	5.4	10.1	2219	2668
Hamilton	NY	3	9.5		-1111.1	431	639
Herkimer	NY	45	12.4	6.5	12.3	3378	3670
Jefferson	NY	91	14.5	7.8	10.7	4992	2620
Kings	NY	35211	23.3	6.5	4.6	119171	54937
Lewis	NY	21	12.9	8.6	9.5	1635	1141
Livingston	NY	102	10.8	5.5	8	3297	2519
Madison	NY	107	10.4	6.9	10.5	3758	2896
Monroe	NY	1112	12.7	6.2	6.2	26811	18882
Montgomery	NY	121	13	6.1	10.1	2959	3192
Nassau	NY	4650	5.9	4.7	4.8	48734	33965
New York	NY	69390	18.6	4.9	8.2	60627	34423
Niagara	NY	415	11.4	7.5	7.4	7299	7088
Oneida	NY	193	12.8	8.1	8.8	7618	7858
Onondaga	NY	587	12.1	10	6.3	17024	12202
Ontario	NY	162	8.4	5.8	9.1	5654	4508
Orange	NY	457	10.5	5.4	6.3	15319	7645
Orleans	NY	111	12.6	4	8.2	2471	1973
Oswego	NY	129	13	7.4	9.4	4172	3129
Otsego	NY	63	12.6	4.3	9.4	2785	3011
Putnam	NY	435	4.6	2.4	6.4	5874	2964
Queens	NY	20520	15.4	5.2	4.7	92216	47876
Rensselaer	NY	237	9.8	7.6	7.4	5155	4396
Richmond	NY	7944	10.1	5	6	17514	11023
Rockland	NY	1681	9.7	4.1	4.6	14043	6399
St. Lawrence	NY	41	15.2	6.6	8.6	3657	3199
Saratoga	NY	265	6.3	4.5	7.2	7389	4436
Schenectady	NY	723	11.6	6.8	8.4	5318	4736
Schoharie	NY	52	11.6	4.6	8.8	1510	1498
Schuyler	NY	59	11.5	9	11.6	2130	1895
Seneca	NY	107	11.3	6	-1111.1	1829	1634
Steuben	NY	71	13.6	6.9	10.6	5832	5147
Suffolk	NY	1617	7.3	5.2	5.2	59799	34425
Sullivan	NY	79	13.5	9.4	12.5	4244	3804
Tioga	NY	99	9.6	7.3	7.9	3003	2090
Tompkins	NY	210	12.9	6.3	11	4427	2987
Ulster	NY	162	10.6	4.6	7.7	5439	4809
Warren	NY	75	10	6.1	8.9	3257	3003
Washington	NY	75	11	6	12.9	3165	3017
Wayne	NY	155	10.1	6.1	8.9	5766	4007
Westchester	NY	2174	8.7	4.5	4.8	38104	22249
Wyoming	NY	72	10	7.9	9.8	2146	1850
Yates	NY	73	12.8	8.2	5.9	3129	2596
Alamance	NC	327	11.3	9.5	7.1	5555	3961
Alexander	NC	136	10.4	5.1	18.4	2143	1418
Alleghany	NC	46	15.7	4.4	16.8	981	1355
Anson	NC	48	17.9	15	12.9	3368	2820
Ashe	NC	59	14	12.3	17.9	2517	2859
Avery	NC	71	15	6.5	20.1	1757	1833
Beaufort	NC	56	17.4	12.5	14	3122	2697
Bertie	NC	28	20.6	11.9	6.5	2638	2623
Bladen	NC	38	19.2	10	17.6	2302	1966
Brunswick	NC	104	13.3	6.6	14.1	4269	3677
Buncombe	NC	334	13.4	7.7	12.7	7559	6641
Burke	NC	176	13.6	7.7	17.7	5352	4141
Cabarrus	NC	412	10.2	7.8	10.6	6703	3516
Caldwell	NC	168	13	8.8	12.1	4895	3854
Camden	NC	37	8.6	8.9	14.6	639	650
Carteret	NC	120	11.7	9	19.1	2994	3454
Caswell	NC	56	14.8	14.3	12.5	2484	2409
Catawba	NC	379	10.9	7.6	15.8	6171	3936
Chatham	NC	85	9.6	5.6	7	3365	2431
Cherokee	NC	57	15.3	8.1	15.1	2594	2918
Chowan	NC	84	16.1	9.1	-1111.1	1986	1785
Clay	NC	45	12.7	7.6	19.9	726	1050
Cleveland	NC	212	14.8	10.8	14.4	6287	5006
Columbus	NC	58	20.3	11.5	10.9	3987	3186
Craven	NC	128	13.7	7.2	10.8	7896	4208
Cumberland	NC	467	16.6	10.9	13.9	16032	6135
Currituck	NC	88	9.5	11.1	17.2	1991	1612
Dare	NC	88	7.9	8.8	12.8	1811	1276
Davidson	NC	280	12.7	8.1	11.5	5771	4246
Davie	NC	148	9	12.3	6.9	2196	1714
Duplin	NC	64	17.6	8.7	8.8	3912	2574
Durham	NC	836	14.2	6.2	11.4	11701	5048
Edgecombe	NC	107	19.9	11.4	8.5	3936	3083
Forsyth	NC	796	13.2	8.4	10.2	13793	8288
Franklin	NC	111	12.8	7.1	13.9	3223	2151
Gaston	NC	551	14.2	8.5	17.4	7654	5865
Gates	NC	33	13.7	8.2	-1111.1	1100	1177
Graham	NC	28	16.9	3.4	14.5	976	986
Granville	NC	101	13.6	8	6.6	2997	2203
Greene	NC	75	17.4	11.5	11.2	2353	1670
Guilford	NC	683	14.3	8.7	10.1	17640	10440
Halifax	NC	77	22.1	9	12.3	3790	3310
Harnett	NC	174	15.2	7.9	10.7	7184	3664
Haywood	NC	102	13.3	6	22.1	2827	3269
Henderson	NC	260	11.4	5.9	11.8	5403	5521
Hertford	NC	67	19.5	17.5	7	2896	2813
Hoke	NC	105	16.4	9.2	5.8	3380	1211
Hyde	NC	9	19.1	15.9	16.5	558	677
Iredell	NC	245	10.2	8.5	10.7	5876	3387
Jackson	NC	72	15	8.3	11.7	1808	1557
Johnston	NC	185	12.6	7.7	13.3	6353	2956
Jones	NC	22	16	10.3	12.4	994	1171
Lee	NC	217	13.2	6.9	9.5	4177	2378
Lenoir	NC	145	17.1	13.4	15.3	4043	3586
Lincoln	NC	234	10.7	7.3	14.1	4405	2810
McDowell	NC	98	12.6	8.9	13.1	2135	1811
Macon	NC	62	13.1	9	15.6	1552	1904
Madison	NC	45	15.2	5.6	15.5	2180	2097
Martin	NC	53	18.5	9.9	13.6	2123	1954
Mecklenburg	NC	1513	12	7.6	10.4	36551	13844
Mitchell	NC	71	14.1	9	14.9	1607	1975
Montgomery	NC	56	15.5	6.7	13.8	3933	2509
Moore	NC	117	12.2	8.4	9.9	4523	4355
Nash	NC	169	14.2	9.6	10.2	6138	4409
New Hanover	NC	903	13.4	5.4	11.9	6151	4339
Northampton	NC	40	20.2	17.6	9.7	2544	2785
Onslow	NC	199	16.7	9.5	9.9	9418	2329
Orange	NC	296	11.6	9.6	10.1	4052	2102
Pamlico	NC	38	15.5	5.1	7.1	1101	1438
Pasquotank	NC	169	16.6	7.7	6	2324	1851
Pender	NC	53	14.1	5.5	10.9	2365	1870
Perquimans	NC	49	15.7	14.4	17.4	1154	1409
Person	NC	95	12.5	10	18	2291	1876
Pitt	NC	219	17.5	12.4	13.9	5976	3166
Polk	NC	80	10.2	11	18.8	1700	2547
Randolph	NC	176	11	9	12.1	5448	3421
Richmond	NC	99	18.6	9.3	15.7	3243	2670
Robeson	NC	134	22.4	10	9.7	6129	3619
Rockingham	NC	164	12.9	8.7	17.6	5780	5187
Rowan	NC	264	12.1	8.6	15.9	5025	3986
Rutherford	NC	113	15.2	11.4	18.3	4038	3749
Sampson	NC	67	16.9	9.4	11.5	4567	3141
Scotland	NC	117	18.8	12.5	11	2487	1764
Stanly	NC	149	12.4	9.7	11.1	3699	3013
Stokes	NC	101	11	5.9	15.2	2538	2085
Surry	NC	135	14.3	7.5	16.5	4693	3870
Swain	NC	25	15.5	6.6	13.1	1700	1536
Transylvania	NC	78	12.2	8.7	12.8	1377	1809
Tyrrell	NC	11	21.9	13.2	-1111.1	407	455
Union	NC	256	9.3	6	10.3	7030	2689
Vance	NC	173	19.3	13.6	9.1	3541	2388
Wake	NC	900	8.7	5.8	9.3	32741	10269
Warren	NC	46	19.5	12.2	10.5	2033	2248
Washington	NC	38	19.7	13.1	13.9	1725	1596
Watauga	NC	136	14.7	5.8	15.9	1725	1478
Wayne	NC	207	15	9.2	9.3	5106	3116
Wilkes	NC	89	13.6	6.9	13.2	4347	3323
Wilson	NC	206	16.7	11.4	13.1	5356	3739
Yadkin	NC	112	11.3	6.2	15.8	2402	1867
Yancey	NC	58	15.6	3.7	9.5	1815	1760
Adams	ND	2	10		-1111.1	205	405
Barnes	ND	7	10.3	12.1	18	1189	1514
Benson	ND	5	22.5	6.1	29.3	1256	684
Billings	ND	1	11		-1111.1	80	48
Bottineau	ND	4	10.5	10.1	-1111.1	557	1001
Bowman	ND	3	8.4		-1111.1	296	461
Burke	ND	2	10.6		-1111.1	169	284
Burleigh	ND	45	8.5	7.6	11.2	4331	2633
Cass	ND	74	8.7	4.4	9.7	5283	2405
Cavalier	ND	3	9.6		22	404	686
Dickey	ND	5	12.5	3.5	-1111.1	635	807
Divide	ND	2	10.1		-1111.1	139	450
Dunn	ND	2	12.2		-1111.1	337	408
Eddy	ND	4	9.5		-1111.1	260	462
Emmons	ND	3	13.1		-1111.1	422	564
Foster	ND	6	8.4		-1111.1	392	598
Golden Valley	ND	2	12.4		-1111.1	188	182
Grand Forks	ND	46	11	5	10.8	4232	2168
Grant	ND	2	16.4		-1111.1	222	409
Griggs	ND	4	9.8		-1111.1	223	467
Hettinger	ND	2	11.3		-1111.1	218	408
Kidder	ND	2	12.3		-1111.1	244	369
LaMoure	ND	4	10.5		-1111.1	418	580
Logan	ND	2	11.6		-1111.1	223	319
McHenry	ND	3	13.3	7.9	15.4	560	708
McIntosh	ND	3	13.2		-1111.1	289	689
McKenzie	ND	2	13.7	23.7	25.6	662	602
McLean	ND	4	11.6	5.5	12.4	811	1217
Mercer	ND	8	7.4	5.6	13.1	809	769
Morton	ND	13	9.5	8.5	10.1	3019	2217
Mountrail	ND	4	13.6	15.7	14.6	922	929
Nelson	ND	3	9.5		-1111.1	277	758
Oliver	ND	3	8.9		-1111.1	156	120
Pembina	ND	7	8.6	9.2	19.6	846	992
Pierce	ND	4	11	11.6	-1111.1	476	700
Ramsey	ND	10	12.7	9.6	16.8	1513	1600
Ransom	ND	7	8.2	1.8	-1111.1	621	941
Renville	ND	3	10		-1111.1	231	334
Richland	ND	12	9.7	5.4	9.4	2074	1638
Rolette	ND	15	23.9	13.2	19.1	2798	1166
Sargent	ND	5	7.5		-1111.1	477	419
Sheridan	ND	1	15.8		-1111.1	108	183
Sioux	ND	4	25.7	14.2	46.7	918	298
Slope	ND	1	11		-1111.1	82	35
Stark	ND	16	11.3	8.4	13.4	2695	2008
Steele	ND	3	7		-1111.1	197	239
Stutsman	ND	9	10.6	5.6	15.4	2200	2333
Towner	ND	2	9		-1111.1	244	428
Traill	ND	10	8.8	15	-1111.1	895	1129
Walsh	ND	9	10.6	4.7	10.1	1423	1695
Ward	ND	28	10.1	7.8	11.3	4365	2469
Wells	ND	4	11.2		-1111.1	408	844
Williams	ND	9	11.2	5.8	12.6	2339	2099
Adams	OH	49	14.9	5.1	20.9	1949	1508
Allen	OH	263	11.3	10.1	6.6	4549	3290
Ashland	OH	128	8.9	5.5	10.8	3434	2493
Ashtabula	OH	147	12	8.5	8.7	3753	3228
Athens	OH	122	18.3	8.1	11.1	3196	2417
